company_id,name,GSTIN,PAN,registration_date,address,city,state,industry,avg_monthly_turnover,total_invoices_sent,total_invoices_received,total_amount_sent,total_amount_received,unique_buyers,unique_sellers,avg_invoice_amount_sent,avg_invoice_amount_received,days_since_registration,invoices_per_month,amount_variance,circular_trading_score,self_invoicing_count,late_filing_count,gst_compliance_rate,turnover_vs_industry_avg,buyer_concentration,seller_concentration,weekend_transaction_ratio,round_amount_ratio,is_fraud
D01C0092,Company_0092,7EZJAEH1NRWJWY7,SCTNU4094L,2022-07-03,701 Street 46,Delhi,Delhi,Construction,47479514.01,344,480,920353.98,8824243.13,35,11,2675.45,18383.84,1037,47.12,1.04,0.335,4,4,0.879,1.963,0.947,0.759,0.085,0.058,0
D01C0093,Company_0093,S481PJD3EUQBH3T,QTRHI8575K,2021-11-21,14 Street 49,Delhi,Delhi,Finance,22550615.46,88,298,4027562.13,8743010.23,49,80,45767.75,29338.96,1364,22.9,1.501,0.5638,6,1,0.817,1.595,0.62,0.805,0.055,0.015,0
D01C0094,Company_0094,76DYBPP8VGSSHM5,UWRCU2616E,2020-12-25,83 Street 41,Mumbai,Maharashtra,Healthcare,28961641.76,370,357,2832230.74,9875813.14,6,41,7654.68,27663.34,140,31.26,1.241,0.2069,6,17,0.823,1.85,0.35,0.011,0.249,0.238,0
D01C0095,Company_0095,91C6Q4GF6KBS94O,AOSVJ3057N,2024-01-28,449 Street 18,Ahmedabad,Gujarat,Logistics,20466026.46,72,466,4263925.03,7172528.09,43,46,59221.18,15391.69,400,5.04,1.502,0.741,2,16,0.923,1.482,0.945,0.199,0.056,0.427,0
D01C0096,Company_0096,924XO6Q7T6RPVLF,QVKCF7358D,2024-01-04,278 Street 28,Kolkata,West Bengal,Construction,11927646.31,456,251,5004887.4,8774992.81,9,26,10975.63,34960.13,1347,12.29,0.814,0.98,9,2,0.902,0.849,0.553,0.748,0.292,0.341,0
D01C0097,Company_0097,V4J521O92UEUA6M,ECEHX6417X,2021-05-25,899 Street 45,Delhi,Delhi,Finance,45178638.08,313,371,6617151.47,3230518.61,37,6,21141.06,8707.6,872,6.98,1.831,0.8333,0,12,0.976,0.759,0.541,0.925,0.125,0.141,0
D01C0098,Company_0098,NTWURW4QS3AFLH6,VAFLN9476K,2022-06-18,24 Street 30,Mumbai,Maharashtra,Agriculture,28726606.38,293,432,4987549.58,1156210.67,90,89,17022.35,2676.41,1437,38.57,1.757,0.6205,0,2,0.758,1.34,0.124,0.463,0.156,0.194,0
D01C0099,Company_0099,FDLS394VBCW3J8T,BEZBW3998F,2022-10-26,227 Street 21,Ahmedabad,Gujarat,Healthcare,243229.32,465,221,6223658.6,8660372.85,75,39,13384.21,39187.21,751,1.94,1.439,0.4921,2,8,0.838,0.744,0.4,0.745,0.217,0.145,0
D01C0100,Company_0100,UWCG7JCK0JHJR0K,RBBDH1082P,2023-10-07,486 Street 41,Mumbai,Maharashtra,IT Services,30895531.19,180,158,5845276.63,3069552.35,65,92,32473.76,19427.55,1434,47.11,0.596,0.5236,9,11,0.88,0.676,0.718,0.3,0.27,0.014,0
D01C0101,Company_0101,593CL74EPN0BL05,KGJFJ5302X,2022-01-28,76 Street 47,Ahmedabad,Gujarat,Healthcare,16399580.6,24,418,4311907.36,4222356.37,8,90,179662.81,10101.33,973,41.96,1.052,0.9315,1,8,0.767,1.869,0.334,0.915,0.249,0.223,0
D01C0102,Company_0102,BVX5P9HEEVEJHB8,XUANG1793K,2020-07-03,827 Street 27,Delhi,Delhi,Manufacturing,26400199.3,359,209,99514.83,6478001.06,17,76,277.2,30995.22,507,34.27,0.514,0.1583,4,0,0.813,1.358,0.735,0.379,0.131,0.168,0
D01C0103,Company_0103,M80H7A9BJTA1D3B,TZOPW3325B,2023-05-17,280 Street 30,Hyderabad,Telangana,Healthcare,44308510.76,445,165,1985438.32,6070736.38,72,19,4461.66,36792.34,657,2.4,0.295,0.5905,2,19,0.826,1.802,0.593,0.898,0.256,0.22,0
D01C0104,Company_0104,THKRNOXHGYK7PRA,RNGWR2456O,2022-07-09,432 Street 6,Hyderabad,Telangana,Retail,17927761.02,412,175,3236056.21,4238184.69,16,87,7854.51,24218.2,609,13.64,1.198,0.638,1,7,0.845,1.612,0.229,0.992,0.215,0.201,0
D01C0105,Company_0105,ADWX8PZMCPZ283U,XIYFV4061P,2023-01-21,387 Street 46,Ahmedabad,Gujarat,Retail,45435904.03,472,499,1512432.35,3892197.59,18,8,3204.31,7800.0,160,7.68,1.011,0.9079,4,16,0.838,1.477,0.326,0.657,0.272,0.44,0
D01C0106,Company_0106,TSRYU4QQ3YSU3VJ,GZBIN7344S,2022-10-01,482 Street 47,Hyderabad,Telangana,Construction,31205669.78,276,233,6006705.62,1270676.37,33,14,21763.43,5453.55,222,35.82,0.57,0.2694,2,2,0.76,0.967,0.99,0.013,0.167,0.136,0
D01C0107,Company_0107,LVBQ6IPZ7ZWNPXM,SAJIS3587M,2024-02-07,822 Street 41,Hyderabad,Telangana,Finance,889480.02,173,367,6134419.79,5361925.75,8,49,35459.07,14610.15,265,4.4,0.949,0.7108,3,4,0.731,0.51,0.753,0.435,0.254,0.17,1
D01C0108,Company_0108,2A10LAMV25HCE9X,GDWDE9201E,2023-04-27,476 Street 36,Mumbai,Maharashtra,Retail,46478917.96,443,476,5025927.93,2366898.27,75,30,11345.21,4972.48,1195,44.6,0.363,0.3503,1,2,0.885,0.91,0.151,0.805,0.04,0.386,0
D01C0109,Company_0109,EY8VI8ZG1SUNKPS,EQGZB5291P,2023-03-26,965 Street 33,Hyderabad,Telangana,Retail,34575756.18,231,282,3242446.57,7560338.12,33,53,14036.57,26809.71,527,28.16,1.093,0.3644,0,16,0.753,1.152,0.675,0.087,0.05,0.165,0
D01C0110,Company_0110,Q5CH7VWWIOHF905,EULSY6690Q,2020-02-22,868 Street 37,Mumbai,Maharashtra,Healthcare,49866410.24,345,320,6549917.62,6764962.31,79,92,18985.27,21140.51,1481,6.07,1.944,0.0814,0,7,0.733,1.369,0.003,0.191,0.043,0.024,0
D01C0111,Company_0111,AZLRYBNT5SLVVKT,NXRQT0374U,2020-06-15,387 Street 49,Chennai,Tamil Nadu,Manufacturing,8699791.37,227,234,1943320.65,765673.3,94,74,8560.88,3272.11,1131,23.57,1.665,0.3283,6,7,0.915,1.409,0.39,0.224,0.084,0.014,0
D01C0112,Company_0112,JALDRS5009JNIDS,XXHHP7431O,2023-11-30,975 Street 1,Pune,Maharashtra,Manufacturing,6943073.91,398,256,108515.77,9893183.61,20,98,272.65,38645.25,503,7.96,0.108,0.3244,2,16,0.702,1.668,0.893,0.833,0.165,0.112,0
D01C0113,Company_0113,SE79CAC04CATLAA,GYONU3854Z,2022-03-06,754 Street 44,Kolkata,West Bengal,Healthcare,46636513.61,15,318,7362673.09,7815546.51,46,82,490844.87,24577.19,1167,21.73,0.274,0.0296,8,2,0.803,1.875,0.927,0.739,0.114,0.152,0
D01C0114,Company_0114,HHKTJIH5ITQLOAG,VNGOJ3808R,2020-10-26,25 Street 45,Pune,Maharashtra,Retail,34871226.26,243,255,4462863.23,2316867.57,18,39,18365.69,9085.76,840,35.98,0.149,0.5496,5,10,0.764,1.667,0.225,0.606,0.023,0.39,1
D01C0115,Company_0115,X1HG6D25F3FBKMV,DFKBF3230F,2022-04-02,608 Street 29,Kolkata,West Bengal,Finance,3393408.62,110,467,6993524.48,355891.04,6,80,63577.5,762.08,1372,35.12,0.686,0.7067,8,7,0.726,0.557,0.071,0.547,0.238,0.228,0
D01C0116,Company_0116,P2XEH0E83HKJPIB,ONXQQ2486J,2023-06-16,521 Street 38,Pune,Maharashtra,Manufacturing,37797606.32,498,271,1891181.33,4809799.72,56,44,3797.55,17748.34,982,18.06,1.963,0.4985,9,6,0.727,1.956,0.483,0.337,0.256,0.22,0
D01C0117,Company_0117,JHMQ5XW5NPI356V,MZPKJ8150H,2022-04-06,4 Street 33,Pune,Maharashtra,Agriculture,37718421.8,224,120,673067.03,3559787.25,81,32,3004.76,29664.89,513,18.09,0.975,0.5273,5,17,0.716,1.0,0.499,0.141,0.145,0.376,0
D01C0118,Company_0118,EC25T771NQMOQAE,MKJGH6002H,2022-05-28,534 Street 17,Chennai,Tamil Nadu,Agriculture,46158924.32,167,76,3812180.44,5487789.42,88,18,22827.43,72207.76,166,4.73,0.879,0.1058,1,7,0.823,1.277,0.71,0.131,0.082,0.365,0
D01C0119,Company_0119,GU5ZFQWECWIXG4L,XTGAB0882C,2022-03-25,172 Street 10,Ahmedabad,Gujarat,Manufacturing,35605085.46,447,474,6975165.28,6613656.36,76,50,15604.4,13952.86,420,5.29,0.876,0.6847,3,3,0.902,1.196,0.329,0.239,0.094,0.216,0
D01C0120,Company_0120,PT564YCGT90GM8S,WRQMO5964A,2022-01-09,17 Street 24,Delhi,Delhi,Agriculture,6301121.0,474,496,1073042.76,7982337.08,60,94,2263.8,16093.42,1016,3.44,1.667,0.4711,1,10,0.905,0.62,0.859,0.728,0.09,0.456,0
D01C0121,Company_0121,542WXME8BJW8HI4,TFUPV4261D,2020-02-06,853 Street 25,Bangalore,Karnataka,Construction,1092018.68,338,259,1998550.63,184766.25,14,23,5912.87,713.38,903,4.65,1.205,0.2293,6,6,0.787,0.867,0.665,0.517,0.264,0.227,0
D01C0122,Company_0122,LOMB7ZADEN6FILS,UDNYZ2900U,2020-12-11,653 Street 41,Delhi,Delhi,Logistics,1407928.25,39,232,4566828.87,7157240.36,85,6,117098.18,30850.17,1111,19.87,0.327,0.8557,9,13,0.708,1.375,0.557,0.473,0.086,0.411,0
D01C0123,Company_0123,6T6TP5URSMPCH1E,NCYTB3608I,2022-07-06,34 Street 7,Pune,Maharashtra,Logistics,1512493.75,48,375,6230434.44,2988373.96,12,42,129800.72,7969.0,201,41.0,0.945,0.5652,9,3,0.843,1.032,0.117,0.576,0.281,0.156,1
D01C0124,Company_0124,HFNBMVY5DXHMU4Y,PPXWK5779F,2020-11-15,95 Street 44,Kolkata,West Bengal,Healthcare,12385932.27,368,188,7513736.27,9864705.63,32,73,20417.76,52471.84,708,17.72,0.378,0.9992,3,11,0.724,0.936,0.371,0.269,0.019,0.02,1
D01C0125,Company_0125,9ALRBBNUECL0U9V,MAJIQ3940T,2023-10-25,744 Street 10,Chennai,Tamil Nadu,Finance,43015394.64,88,378,1141863.46,8470105.22,49,25,12975.72,22407.69,305,25.8,1.366,0.0771,9,6,0.715,1.812,0.375,0.023,0.044,0.017,0
D01C0126,Company_0126,6UROCCX4AGLL4JL,NIXHK4815D,2023-03-06,495 Street 2,Pune,Maharashtra,Construction,26987670.11,320,12,6265004.89,5625991.75,10,35,19578.14,468832.65,765,31.55,0.333,0.515,2,8,0.807,1.133,0.589,0.917,0.198,0.491,0
D01C0127,Company_0127,R8KWBP7HMXUUVYL,HEMTM0310O,2021-12-09,564 Street 15,Kolkata,West Bengal,Retail,27685816.74,308,99,3904237.2,5997768.57,51,88,12676.09,60583.52,1428,29.68,0.265,0.304,0,1,0.781,0.96,0.752,0.731,0.113,0.051,0
D01C0128,Company_0128,MOSU5OQ38I0I0BS,GPFCS9613M,2020-10-28,359 Street 7,Bangalore,Karnataka,Agriculture,42117341.53,238,42,6717399.17,1961152.95,83,93,28224.37,46694.12,1467,7.56,1.436,0.8616,9,16,0.947,0.798,0.609,0.914,0.28,0.464,0
D01C0129,Company_0129,UZ72URATU0FVB03,TRMCP9469U,2022-05-19,652 Street 47,Delhi,Delhi,Logistics,6296248.42,330,401,2075425.76,2301203.31,74,16,6289.17,5738.66,834,31.35,0.881,0.1618,0,13,0.845,1.214,0.827,0.531,0.193,0.401,1
D01C0130,Company_0130,PYXKD1MFP38U8GR,AEEQN7343I,2020-09-27,931 Street 10,Kolkata,West Bengal,Retail,14031265.58,78,227,5302792.04,1582431.12,55,46,67984.51,6971.06,1119,26.6,1.993,0.0014,0,19,0.76,0.758,0.575,0.6,0.136,0.291,0
D01C0131,Company_0131,AI5CXS99EJ9LG6W,GBOTL7445Z,2020-03-01,29 Street 22,Ahmedabad,Gujarat,Logistics,29329387.65,54,351,1763017.42,3809244.8,69,80,32648.47,10852.55,1204,37.82,1.115,0.443,4,13,0.836,0.558,0.896,0.512,0.053,0.21,0
D01C0132,Company_0132,LTPQTGW8V2KFA9E,ZPTBB9950P,2020-04-20,980 Street 11,Hyderabad,Telangana,Agriculture,48482827.84,111,174,235876.01,1163956.67,92,77,2125.01,6689.41,1167,34.11,1.58,0.6772,0,16,0.736,1.851,0.466,0.923,0.036,0.127,0
D01C0133,Company_0133,NX0WP3P4BZDNPGQ,OJJGH6126Q,2024-02-05,544 Street 28,Mumbai,Maharashtra,Retail,28095407.94,350,76,4895154.95,5137165.29,65,10,13986.16,67594.28,256,24.47,1.75,0.9679,7,16,0.725,0.772,0.756,0.823,0.289,0.297,1
D01C0134,Company_0134,4BG9QO61GVG1U2C,CLSQZ4583F,2022-02-21,689 Street 33,Chennai,Tamil Nadu,Retail,1030499.74,83,259,1882568.88,6402855.66,37,91,22681.55,24721.45,241,47.85,1.618,0.6201,6,9,0.735,1.928,0.651,0.126,0.157,0.423,0
D01C0135,Company_0135,7I4P5DBQ7QSFTP5,FJBDR6480A,2023-04-29,526 Street 48,Hyderabad,Telangana,Finance,40051570.37,444,339,6401516.13,1266013.16,92,48,14417.83,3734.55,252,13.78,0.507,0.1904,4,16,0.745,1.619,0.946,0.857,0.288,0.008,1
D01C0136,Company_0136,0RFF8VI3HQ5DDBF,GZSII5152Y,2021-02-05,753 Street 25,Pune,Maharashtra,Healthcare,11725416.26,90,21,5388919.45,3474753.77,32,42,59876.88,165464.47,263,35.82,1.393,0.3622,8,17,0.828,1.099,0.963,0.026,0.284,0.473,0
D01C0137,Company_0137,NLKARQ0KUL1GRQQ,MZGMQ0316F,2023-10-05,950 Street 32,Kolkata,West Bengal,Finance,40374549.26,444,429,7760706.53,749961.4,49,80,17479.07,1748.16,1153,10.88,0.109,0.7801,1,6,0.982,1.99,0.855,0.243,0.283,0.189,0
D01C0138,Company_0138,TTL38UW0LVQROTH,NUUNF4878D,2022-07-26,21 Street 38,Delhi,Delhi,Agriculture,19454246.14,45,436,3959951.03,5281323.81,49,44,87998.91,12113.13,654,33.52,1.612,0.3297,2,9,0.842,1.47,0.797,0.555,0.239,0.048,0
D01C0139,Company_0139,IHVI261L7MNVXO2,IKYPM6252L,2022-05-17,949 Street 45,Pune,Maharashtra,Healthcare,43190738.54,240,433,9895048.7,6520383.2,48,98,41229.37,15058.62,1003,13.23,0.51,0.1642,6,13,0.984,1.955,0.918,0.537,0.003,0.199,0
D01C0140,Company_0140,4KIOZYGN68V24HC,JNCOO3455G,2022-02-19,536 Street 31,Bangalore,Karnataka,IT Services,37381369.97,466,62,5176386.23,6173947.81,29,38,11108.12,99579.8,1317,11.11,1.975,0.2851,7,3,0.939,0.767,0.652,0.477,0.253,0.052,0
D01C0141,Company_0141,WNZKP3DOFT091FP,OVXOL6004F,2021-08-16,515 Street 14,Ahmedabad,Gujarat,Healthcare,27856387.68,153,125,4814292.84,8148002.15,23,19,31465.97,65184.02,818,19.14,1.894,0.0403,4,19,0.758,0.732,0.626,0.814,0.025,0.111,0
D01C0142,Company_0142,TWZ97HF8F8EVEEM,WOAIH2660Y,2023-05-24,363 Street 38,Kolkata,West Bengal,Manufacturing,6909115.76,49,231,7506952.58,2393884.05,80,82,153203.11,10363.13,270,25.93,1.212,0.7551,7,17,0.938,0.843,0.841,0.99,0.25,0.257,0
D01C0143,Company_0143,2ZLEMGIRR7DTUFM,EGIUU1997X,2023-09-24,298 Street 5,Mumbai,Maharashtra,Construction,3089892.71,140,222,5748248.52,6200909.33,84,22,41058.92,27932.02,967,34.37,0.405,0.2853,1,0,0.778,0.519,0.971,0.569,0.251,0.185,0
D01C0144,Company_0144,E6MCRT5ZH6AZB3G,USKUZ1841B,2020-04-24,653 Street 48,Kolkata,West Bengal,Healthcare,6155038.44,123,261,3656529.91,3063143.77,5,77,29727.89,11736.18,1097,16.17,1.436,0.7645,1,16,0.983,1.693,0.082,0.946,0.27,0.015,0
D01C0145,Company_0145,231DODZ9SXYFNM1,WBMQE1165M,2021-01-24,963 Street 22,Kolkata,West Bengal,Retail,2323138.74,429,414,4917985.62,933238.68,59,87,11463.84,2254.2,1276,19.73,0.893,0.8426,4,8,0.723,1.991,0.174,0.094,0.079,0.027,0
D01C0146,Company_0146,ONTHCIAYQWUB33A,NJQBR8706C,2021-08-08,939 Street 24,Bangalore,Karnataka,Logistics,5463957.04,363,467,1931926.83,3087351.64,51,41,5322.11,6611.03,1150,38.29,0.987,0.455,2,12,0.713,1.661,0.08,0.371,0.249,0.061,0
D01C0147,Company_0147,P2O4ZX62VBQYSVM,JPQQT9847K,2021-07-07,620 Street 46,Pune,Maharashtra,Agriculture,11362896.0,345,145,3966154.97,759996.93,99,67,11496.1,5241.36,498,17.17,0.679,0.8584,1,9,0.701,1.922,0.243,0.892,0.111,0.069,0
D01C0148,Company_0148,4IXPFAEKRAC29PQ,ZDABE8520A,2022-05-13,390 Street 43,Chennai,Tamil Nadu,Manufacturing,35678150.12,25,446,348119.44,9587813.4,6,17,13924.78,21497.34,301,4.13,1.751,0.9914,3,13,0.728,1.936,0.895,0.256,0.096,0.14,0
D01C0149,Company_0149,VDTY7XTO6SR0PCV,PMAKP2254V,2021-03-11,6 Street 41,Delhi,Delhi,Agriculture,28029877.4,153,248,4652164.15,7285296.08,24,84,30406.3,29376.19,658,3.26,0.992,0.9418,6,4,0.903,1.49,0.002,0.26,0.015,0.007,0
D01C0150,Company_0150,5NDD6DXDS6ILWUU,EDDWU7799R,2021-01-09,277 Street 38,Chennai,Tamil Nadu,Healthcare,726543.41,488,207,2781017.42,1059535.54,75,62,5698.81,5118.53,1266,7.61,1.632,0.9793,1,14,0.853,0.559,0.146,0.833,0.025,0.04,0
D01C0151,Company_0151,OBVJWPJ9L8RTJGZ,EUXVP7889K,2020-01-08,97 Street 14,Ahmedabad,Gujarat,Agriculture,3691516.56,76,195,5290822.81,7873379.76,75,88,69616.09,40376.31,1354,24.01,1.633,0.9507,5,19,0.792,0.575,0.068,0.564,0.108,0.077,0
D01C0152,Company_0152,QVGSX1XOYVRWLCF,VWPTQ9207E,2022-09-06,19 Street 25,Pune,Maharashtra,Logistics,48367088.87,428,456,341257.61,3553945.83,39,28,797.33,7793.74,818,19.82,1.158,0.9639,0,6,0.958,0.895,0.953,0.164,0.231,0.154,0
D01C0153,Company_0153,963J42TKD994Q06,XRSBY6984D,2022-11-14,390 Street 11,Bangalore,Karnataka,Construction,28448213.05,477,99,5573113.33,9118779.65,67,90,11683.68,92108.89,952,34.08,0.834,0.6979,4,6,0.936,1.681,0.231,0.157,0.212,0.179,0
D01C0154,Company_0154,TE9T1WCQAJ8YUEY,ITZJW5875E,2020-04-04,516 Street 33,Mumbai,Maharashtra,Manufacturing,10244332.41,131,477,2965328.94,4980199.48,14,36,22636.1,10440.67,594,5.67,1.405,0.1562,8,18,0.73,1.754,0.262,0.883,0.148,0.187,0
D01C0155,Company_0155,VWY7QVTVYGBEBTK,GLGGV3024B,2020-11-01,686 Street 47,Pune,Maharashtra,Finance,12691054.65,487,410,5796032.28,8733292.59,9,24,11901.5,21300.71,1275,8.93,1.394,0.6468,0,9,0.805,1.572,0.278,0.188,0.287,0.488,0
D01C0156,Company_0156,2FF5DMYUJEUI4J7,HGYFB7148S,2023-02-04,83 Street 1,Kolkata,West Bengal,Construction,37216910.12,284,422,7341060.04,2244271.46,67,56,25848.8,5318.18,1121,48.49,0.446,0.9907,9,2,0.911,1.954,0.459,0.223,0.086,0.334,0
D01C0157,Company_0157,AVKRP3G1BW3P4MM,IEKMT7882X,2022-03-27,596 Street 11,Delhi,Delhi,Manufacturing,9851931.11,240,439,4431361.38,3703563.64,53,73,18464.01,8436.36,1090,21.8,1.552,0.2443,3,18,0.718,1.069,0.248,0.526,0.209,0.269,0
D01C0158,Company_0158,692I7N5LHJY9SDY,GYGJR2488U,2022-01-02,742 Street 16,Pune,Maharashtra,Logistics,29109810.47,340,348,6648410.39,3700027.57,51,20,19554.15,10632.26,1104,45.89,0.414,0.6818,7,17,0.916,1.827,0.724,0.833,0.17,0.375,0
D01C0159,Company_0159,62AL1Z962YNB1Q5,XEADH1279M,2023-12-22,273 Street 23,Ahmedabad,Gujarat,Finance,48503997.46,390,475,2427154.05,1016470.18,53,43,6223.47,2139.94,829,12.48,0.716,0.1293,0,11,0.874,1.241,0.52,0.645,0.111,0.109,0
D01C0160,Company_0160,E4X5ZPSDIUGMXV6,OAJDK9842I,2023-10-28,928 Street 15,Mumbai,Maharashtra,Agriculture,42356757.19,156,134,9986060.93,3343593.62,95,59,64013.21,24952.19,100,49.14,1.753,0.9982,0,18,0.878,1.014,0.184,0.609,0.011,0.083,0
D01C0161,Company_0161,PTP1W8FEKWWHJVJ,YPHAK1194T,2020-03-22,963 Street 46,Pune,Maharashtra,Agriculture,12068403.18,163,462,2466641.29,6614112.55,85,72,15132.77,14316.26,507,7.2,1.186,0.4199,9,9,0.775,1.789,0.046,0.396,0.126,0.183,1
D01C0162,Company_0162,3D2FZ276AX61Q1K,GNTQD2154H,2021-01-31,845 Street 11,Hyderabad,Telangana,Agriculture,24739108.74,411,77,9411242.72,4692107.74,15,48,22898.4,60936.46,363,39.22,0.588,0.3507,3,16,0.973,0.887,0.969,0.255,0.062,0.045,0
D01C0163,Company_0163,2O8BUE18R4IB2OD,MTODV4814C,2022-06-04,496 Street 34,Ahmedabad,Gujarat,Retail,31035790.35,315,455,2211336.52,8798354.12,75,37,7020.12,19337.04,164,49.05,1.855,0.2066,9,9,0.971,0.921,0.802,0.519,0.071,0.428,0
D01C0164,Company_0164,Y6DVMBCBLLTW44G,WZJSV3103B,2021-09-02,546 Street 31,Mumbai,Maharashtra,Retail,41466146.89,303,115,5000765.63,2733219.15,30,77,16504.18,23767.12,1353,24.86,1.355,0.8502,2,5,0.887,1.657,0.209,0.647,0.271,0.053,1
D01C0165,Company_0165,W5IV9WZL93LKAR5,MTVFC1889D,2021-04-19,715 Street 22,Pune,Maharashtra,Manufacturing,7923890.59,30,349,8220710.8,3580452.52,24,38,274023.69,10259.18,714,25.0,1.154,0.6124,0,1,0.845,1.444,0.006,0.622,0.266,0.072,0
D01C0166,Company_0166,2FIFJHFT64WL6HB,BPXDM9293X,2023-01-20,868 Street 2,Delhi,Delhi,Logistics,1026952.49,306,463,7180051.07,3237525.19,13,97,23464.22,6992.5,480,9.58,1.987,0.5753,7,13,0.932,1.687,0.097,0.783,0.161,0.067,0
D01C0167,Company_0167,H2ZLHWS2QDCISZU,YUPNN8485C,2020-12-28,321 Street 33,Kolkata,West Bengal,Healthcare,3594104.97,318,432,7070525.1,5539792.81,69,41,22234.36,12823.59,513,30.84,1.707,0.248,3,1,0.919,1.238,0.314,0.156,0.278,0.199,0
D01C0168,Company_0168,A8QTGIHV6JMKBA2,XYUZL4542H,2023-11-13,111 Street 36,Chennai,Tamil Nadu,IT Services,24368621.04,248,212,4432383.57,1922783.19,7,17,17872.51,9069.73,456,12.9,1.387,0.1335,4,11,0.775,0.808,0.043,0.552,0.164,0.379,0
D01C0169,Company_0169,9BCQKI5GH6WYYA9,BLXYR9526P,2023-05-31,65 Street 30,Ahmedabad,Gujarat,Retail,30355840.14,417,329,7554041.5,1773780.5,77,59,18115.21,5391.43,390,36.12,0.255,0.065,0,14,0.811,0.974,0.403,0.169,0.132,0.372,0
D01C0170,Company_0170,BIR48AEAE6DTHAK,WBINX4404W,2020-01-16,843 Street 39,Kolkata,West Bengal,Healthcare,28485686.71,28,338,9203538.09,9397845.15,69,93,328697.79,27804.28,1476,24.23,0.792,0.6073,2,10,0.725,0.655,0.009,0.262,0.125,0.048,0
D01C0171,Company_0171,JT5TTKGRO6HABLH,MAAUI8669U,2023-10-13,186 Street 35,Ahmedabad,Gujarat,Agriculture,15936384.23,345,278,4441449.87,3797644.75,98,40,12873.77,13660.59,764,12.39,1.054,0.7296,3,17,0.897,1.693,0.59,0.196,0.228,0.212,0
D01C0172,Company_0172,O50V35CYEOOJBGZ,WCCZB0141U,2023-03-19,828 Street 37,Delhi,Delhi,Finance,49431946.11,189,371,5303256.57,5891626.44,24,96,28059.56,15880.39,961,23.57,1.274,0.4249,4,4,0.919,0.908,0.707,0.129,0.129,0.171,0
D01C0173,Company_0173,86AUGSTFDRB45A2,NOLUA3057V,2021-04-23,599 Street 7,Chennai,Tamil Nadu,Construction,29029286.44,426,428,707054.06,598763.25,78,99,1659.75,1398.98,1238,2.21,1.316,0.099,7,1,0.896,1.266,0.603,0.91,0.095,0.275,0
D01C0174,Company_0174,4BVRG3U378X5CMR,JMPNZ5903A,2022-11-15,605 Street 19,Chennai,Tamil Nadu,Retail,19069044.51,303,34,3938192.08,1451537.07,71,15,12997.33,42692.27,446,5.76,1.478,0.0893,3,12,0.896,1.495,0.743,0.423,0.009,0.302,0
D01C0175,Company_0175,SN3U4P7M9UNWDYV,CJWBD0625R,2020-08-31,427 Street 23,Kolkata,West Bengal,Agriculture,27592316.13,40,221,4699023.74,1008767.59,36,92,117475.59,4564.56,996,5.97,1.829,0.5295,2,10,0.765,1.583,0.622,0.874,0.249,0.048,0
D01C0176,Company_0176,2CPVC16W17QS5YJ,HAXUH3260O,2020-02-02,516 Street 23,Delhi,Delhi,Agriculture,37292188.1,306,237,8956620.22,8130549.9,70,72,29270.0,34306.12,1202,20.07,1.18,0.336,6,7,0.907,1.846,0.234,0.098,0.061,0.084,0
D01C0177,Company_0177,V14EGYZ0RN8JKAD,MVOQN8325E,2023-05-01,943 Street 10,Chennai,Tamil Nadu,Logistics,33494721.38,444,428,1150046.53,1076310.49,69,35,2590.19,2514.74,312,36.08,1.963,0.6614,6,12,0.747,1.89,0.402,0.534,0.204,0.4,0
D01C0178,Company_0178,WXH0GNW1Q3QX4UU,QDJRE2120U,2023-02-18,582 Street 20,Ahmedabad,Gujarat,Retail,13319485.93,211,32,7324819.15,5187344.65,73,71,34714.78,162104.52,413,3.59,0.315,0.9539,8,1,0.943,0.837,0.659,0.515,0.016,0.463,1
D01C0179,Company_0179,7BABLTWYA5I8M4Z,SZNQG2322A,2020-02-03,127 Street 6,Mumbai,Maharashtra,Finance,3410108.24,334,483,5477438.13,1598000.09,50,43,16399.52,3308.49,199,1.61,0.985,0.049,2,2,0.784,0.983,0.934,0.115,0.246,0.399,0
D01C0180,Company_0180,ASO9IOGATWF4H7Y,RQBOU2395H,2021-01-30,943 Street 26,Pune,Maharashtra,Retail,18567201.48,264,178,6085027.53,2824226.72,96,35,23049.35,15866.44,256,8.23,0.293,0.1212,6,1,0.879,1.052,0.682,0.386,0.008,0.061,0
D01C0181,Company_0181,8P4VZOSJM7C30FP,YFRAB4991W,2021-12-13,607 Street 20,Kolkata,West Bengal,Retail,31522903.6,346,353,346340.29,8831889.92,98,49,1000.98,25019.52,1368,46.9,1.511,0.6082,0,8,0.72,0.976,0.899,0.893,0.288,0.378,0
D01C0182,Company_0182,4SSSG90KMZ5TKMT,EVQLU4542K,2021-08-04,878 Street 6,Pune,Maharashtra,Healthcare,10587683.09,409,496,1510136.43,6334357.96,27,69,3692.27,12770.88,822,43.42,1.633,0.2962,3,3,0.974,1.541,0.075,0.025,0.206,0.462,0
D01C0183,Company_0183,5ZIAXJ5F92JA3DF,KFNRI5829U,2021-08-01,769 Street 45,Ahmedabad,Gujarat,Healthcare,37662502.13,329,469,2875633.09,9638443.97,59,94,8740.53,20551.05,931,20.72,1.094,0.7187,6,14,0.759,1.287,0.803,0.502,0.047,0.335,0
